image,mask,label,split,class_id,class_name,subpixel,center_x,center_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
train/images/single_rgb_000385.png,train/masks/single_rgb_000385_mask.png,train/labels/single_rgb_000385.txt,train,1,square,R,21,96,13,88,29,104
train/images/single_rgb_000386.png,train/masks/single_rgb_000386_mask.png,train/labels/single_rgb_000386.txt,train,4,line_v,R,27,91,26,76,28,106
train/images/single_rgb_000387.png,train/masks/single_rgb_000387_mask.png,train/labels/single_rgb_000387.txt,train,4,line_v,R,21,73,20,48,22,98
train/images/single_rgb_000388.png,train/masks/single_rgb_000388_mask.png,train/labels/single_rgb_000388.txt,train,0,point,G,65,53,63,51,67,55
train/images/single_rgb_000389.png,train/masks/single_rgb_000389_mask.png,train/labels/single_rgb_000389.txt,train,4,line_v,G,60,94,58,84,62,104
train/images/single_rgb_000390.png,train/masks/single_rgb_000390_mask.png,train/labels/single_rgb_000390.txt,train,4,line_v,R,23,61,21,49,25,73
train/images/single_rgb_000391.png,train/masks/single_rgb_000391_mask.png,train/labels/single_rgb_000391.txt,train,3,line_h,B,106,81,90,78,122,84
train/images/single_rgb_000392.png,train/masks/single_rgb_000392_mask.png,train/labels/single_rgb_000392.txt,train,0,point,R,37,39,35,37,39,41
train/images/single_rgb_000393.png,train/masks/single_rgb_000393_mask.png,train/labels/single_rgb_000393.txt,train,2,circle,R,28,56,15,43,41,69
train/images/single_rgb_000394.png,train/masks/single_rgb_000394_mask.png,train/labels/single_rgb_000394.txt,train,4,line_v,B,102,93,99,72,105,114
train/images/single_rgb_000395.png,train/masks/single_rgb_000395_mask.png,train/labels/single_rgb_000395.txt,train,0,point,B,112,46,108,42,116,50
train/images/single_rgb_000396.png,train/masks/single_rgb_000396_mask.png,train/labels/single_rgb_000396.txt,train,4,line_v,G,68,94,67,75,69,113
train/images/single_rgb_000397.png,train/masks/single_rgb_000397_mask.png,train/labels/single_rgb_000397.txt,train,0,point,B,95,61,92,58,98,64
train/images/single_rgb_000398.png,train/masks/single_rgb_000398_mask.png,train/labels/single_rgb_000398.txt,train,0,point,G,67,63,64,60,70,66
train/images/single_rgb_000399.png,train/masks/single_rgb_000399_mask.png,train/labels/single_rgb_000399.txt,train,3,line_h,R,23,40,13,38,33,42
train/images/single_rgb_000400.png,train/masks/single_rgb_000400_mask.png,train/labels/single_rgb_000400.txt,train,0,point,R,36,34,32,30,40,38
train/images/single_rgb_000401.png,train/masks/single_rgb_000401_mask.png,train/labels/single_rgb_000401.txt,train,0,point,B,96,86,92,82,100,90
train/images/single_rgb_000402.png,train/masks/single_rgb_000402_mask.png,train/labels/single_rgb_000402.txt,train,1,square,R,34,50,28,44,40,56
train/images/single_rgb_000403.png,train/masks/single_rgb_000403_mask.png,train/labels/single_rgb_000403.txt,train,2,circle,B,103,86,94,77,112,95
train/images/single_rgb_000404.png,train/masks/single_rgb_000404_mask.png,train/labels/single_rgb_000404.txt,train,3,line_h,R,23,48,3,47,43,49
train/images/single_rgb_000405.png,train/masks/single_rgb_000405_mask.png,train/labels/single_rgb_000405.txt,train,4,line_v,G,76,45,74,26,78,64
train/images/single_rgb_000406.png,train/masks/single_rgb_000406_mask.png,train/labels/single_rgb_000406.txt,train,3,line_h,B,98,67,86,66,110,68
train/images/single_rgb_000407.png,train/masks/single_rgb_000407_mask.png,train/labels/single_rgb_000407.txt,train,0,point,G,64,65,62,63,66,67
train/images/single_rgb_000408.png,train/masks/single_rgb_000408_mask.png,train/labels/single_rgb_000408.txt,train,4,line_v,G,76,98,74,86,78,110
train/images/single_rgb_000409.png,train/masks/single_rgb_000409_mask.png,train/labels/single_rgb_000409.txt,train,2,circle,G,58,95,48,85,68,105
train/images/single_rgb_000410.png,train/masks/single_rgb_000410_mask.png,train/labels/single_rgb_000410.txt,train,3,line_h,R,35,66,19,64,51,68
train/images/single_rgb_000411.png,train/masks/single_rgb_000411_mask.png,train/labels/single_rgb_000411.txt,train,4,line_v,R,30,74,27,65,33,83
train/images/single_rgb_000412.png,train/masks/single_rgb_000412_mask.png,train/labels/single_rgb_000412.txt,train,3,line_h,B,102,81,92,78,112,84
train/images/single_rgb_000413.png,train/masks/single_rgb_000413_mask.png,train/labels/single_rgb_000413.txt,train,4,line_v,G,68,56,66,32,70,80
train/images/single_rgb_000414.png,train/masks/single_rgb_000414_mask.png,train/labels/single_rgb_000414.txt,train,4,line_v,B,111,87,109,58,113,116
train/images/single_rgb_000415.png,train/masks/single_rgb_000415_mask.png,train/labels/single_rgb_000415.txt,train,1,square,R,31,98,25,92,37,104
train/images/single_rgb_000416.png,train/masks/single_rgb_000416_mask.png,train/labels/single_rgb_000416.txt,train,2,circle,G,61,32,54,25,68,39
train/images/single_rgb_000417.png,train/masks/single_rgb_000417_mask.png,train/labels/single_rgb_000417.txt,train,3,line_h,B,103,85,94,83,112,87
train/images/single_rgb_000418.png,train/masks/single_rgb_000418_mask.png,train/labels/single_rgb_000418.txt,train,0,point,G,71,92,67,88,75,96
train/images/single_rgb_000419.png,train/masks/single_rgb_000419_mask.png,train/labels/single_rgb_000419.txt,train,1,square,R,36,93,30,87,42,99
train/images/single_rgb_000420.png,train/masks/single_rgb_000420_mask.png,train/labels/single_rgb_000420.txt,train,4,line_v,R,35,71,32,58,38,84
train/images/single_rgb_000421.png,train/masks/single_rgb_000421_mask.png,train/labels/single_rgb_000421.txt,train,4,line_v,B,109,29,107,6,111,52
train/images/single_rgb_000422.png,train/masks/single_rgb_000422_mask.png,train/labels/single_rgb_000422.txt,train,4,line_v,G,63,100,60,78,66,122
train/images/single_rgb_000423.png,train/masks/single_rgb_000423_mask.png,train/labels/single_rgb_000423.txt,train,2,circle,B,95,79,89,73,101,85
train/images/single_rgb_000424.png,train/masks/single_rgb_000424_mask.png,train/labels/single_rgb_000424.txt,train,0,point,G,61,38,57,34,65,42
train/images/single_rgb_000425.png,train/masks/single_rgb_000425_mask.png,train/labels/single_rgb_000425.txt,train,2,circle,B,94,86,86,78,102,94
train/images/single_rgb_000426.png,train/masks/single_rgb_000426_mask.png,train/labels/single_rgb_000426.txt,train,4,line_v,G,74,62,71,46,77,78
train/images/single_rgb_000427.png,train/masks/single_rgb_000427_mask.png,train/labels/single_rgb_000427.txt,train,4,line_v,B,92,93,89,80,95,106
train/images/single_rgb_000428.png,train/masks/single_rgb_000428_mask.png,train/labels/single_rgb_000428.txt,train,0,point,G,72,43,70,41,74,45
train/images/single_rgb_000429.png,train/masks/single_rgb_000429_mask.png,train/labels/single_rgb_000429.txt,train,2,circle,B,98,39,85,26,111,52
train/images/single_rgb_000430.png,train/masks/single_rgb_000430_mask.png,train/labels/single_rgb_000430.txt,train,2,circle,G,58,99,45,86,71,112
train/images/single_rgb_000431.png,train/masks/single_rgb_000431_mask.png,train/labels/single_rgb_000431.txt,train,2,circle,R,31,35,21,25,41,45
train/images/single_rgb_000432.png,train/masks/single_rgb_000432_mask.png,train/labels/single_rgb_000432.txt,train,3,line_h,G,68,63,48,61,88,65
train/images/single_rgb_000433.png,train/masks/single_rgb_000433_mask.png,train/labels/single_rgb_000433.txt,train,0,point,R,33,90,31,88,35,92
train/images/single_rgb_000434.png,train/masks/single_rgb_000434_mask.png,train/labels/single_rgb_000434.txt,train,0,point,G,72,76,68,72,76,80
train/images/single_rgb_000435.png,train/masks/single_rgb_000435_mask.png,train/labels/single_rgb_000435.txt,train,3,line_h,R,31,33,13,30,49,36
train/images/single_rgb_000436.png,train/masks/single_rgb_000436_mask.png,train/labels/single_rgb_000436.txt,train,4,line_v,B,103,53,100,24,106,82
train/images/single_rgb_000437.png,train/masks/single_rgb_000437_mask.png,train/labels/single_rgb_000437.txt,train,0,point,G,69,69,67,67,71,71
train/images/single_rgb_000438.png,train/masks/single_rgb_000438_mask.png,train/labels/single_rgb_000438.txt,train,0,point,G,62,69,59,66,65,72
train/images/single_rgb_000439.png,train/masks/single_rgb_000439_mask.png,train/labels/single_rgb_000439.txt,train,1,square,B,107,68,103,64,111,72
train/images/single_rgb_000440.png,train/masks/single_rgb_000440_mask.png,train/labels/single_rgb_000440.txt,train,4,line_v,B,104,73,103,46,105,100
train/images/single_rgb_000441.png,train/masks/single_rgb_000441_mask.png,train/labels/single_rgb_000441.txt,train,3,line_h,B,112,76,97,75,127,77
train/images/single_rgb_000442.png,train/masks/single_rgb_000442_mask.png,train/labels/single_rgb_000442.txt,train,0,point,B,106,98,102,94,110,102
train/images/single_rgb_000443.png,train/masks/single_rgb_000443_mask.png,train/labels/single_rgb_000443.txt,train,3,line_h,B,101,37,89,34,113,40
train/images/single_rgb_000444.png,train/masks/single_rgb_000444_mask.png,train/labels/single_rgb_000444.txt,train,0,point,B,92,98,88,94,96,102
train/images/single_rgb_000445.png,train/masks/single_rgb_000445_mask.png,train/labels/single_rgb_000445.txt,train,1,square,B,103,44,97,38,109,50
train/images/single_rgb_000446.png,train/masks/single_rgb_000446_mask.png,train/labels/single_rgb_000446.txt,train,3,line_h,G,65,72,52,70,78,74
train/images/single_rgb_000447.png,train/masks/single_rgb_000447_mask.png,train/labels/single_rgb_000447.txt,train,2,circle,G,65,49,58,42,72,56
train/images/single_rgb_000448.png,train/masks/single_rgb_000448_mask.png,train/labels/single_rgb_000448.txt,train,3,line_h,B,106,73,82,71,127,75
train/images/single_rgb_000449.png,train/masks/single_rgb_000449_mask.png,train/labels/single_rgb_000449.txt,train,2,circle,G,67,84,61,78,73,90
train/images/single_rgb_000450.png,train/masks/single_rgb_000450_mask.png,train/labels/single_rgb_000450.txt,train,3,line_h,R,22,34,0,33,48,35
train/images/single_rgb_000451.png,train/masks/single_rgb_000451_mask.png,train/labels/single_rgb_000451.txt,train,3,line_h,R,27,55,18,53,36,57
train/images/single_rgb_000452.png,train/masks/single_rgb_000452_mask.png,train/labels/single_rgb_000452.txt,train,4,line_v,R,25,36,23,14,27,58
train/images/single_rgb_000453.png,train/masks/single_rgb_000453_mask.png,train/labels/single_rgb_000453.txt,train,0,point,G,76,98,73,95,79,101
train/images/single_rgb_000454.png,train/masks/single_rgb_000454_mask.png,train/labels/single_rgb_000454.txt,train,3,line_h,B,109,48,96,45,122,51
train/images/single_rgb_000455.png,train/masks/single_rgb_000455_mask.png,train/labels/single_rgb_000455.txt,train,0,point,R,25,71,23,69,27,73
train/images/single_rgb_000456.png,train/masks/single_rgb_000456_mask.png,train/labels/single_rgb_000456.txt,train,1,square,R,28,63,21,56,35,70
train/images/single_rgb_000457.png,train/masks/single_rgb_000457_mask.png,train/labels/single_rgb_000457.txt,train,3,line_h,R,38,63,12,60,64,66
train/images/single_rgb_000458.png,train/masks/single_rgb_000458_mask.png,train/labels/single_rgb_000458.txt,train,0,point,B,97,28,94,25,100,31
train/images/single_rgb_000459.png,train/masks/single_rgb_000459_mask.png,train/labels/single_rgb_000459.txt,train,4,line_v,B,102,86,99,74,105,98
train/images/single_rgb_000460.png,train/masks/single_rgb_000460_mask.png,train/labels/single_rgb_000460.txt,train,2,circle,G,63,50,55,42,71,58
train/images/single_rgb_000461.png,train/masks/single_rgb_000461_mask.png,train/labels/single_rgb_000461.txt,train,0,point,R,32,65,29,62,35,68
train/images/single_rgb_000462.png,train/masks/single_rgb_000462_mask.png,train/labels/single_rgb_000462.txt,train,0,point,G,76,71,72,67,80,75
train/images/single_rgb_000463.png,train/masks/single_rgb_000463_mask.png,train/labels/single_rgb_000463.txt,train,4,line_v,B,95,74,94,49,96,99
train/images/single_rgb_000464.png,train/masks/single_rgb_000464_mask.png,train/labels/single_rgb_000464.txt,train,0,point,B,99,63,97,61,101,65
train/images/single_rgb_000465.png,train/masks/single_rgb_000465_mask.png,train/labels/single_rgb_000465.txt,train,1,square,R,26,96,22,92,30,100
train/images/single_rgb_000466.png,train/masks/single_rgb_000466_mask.png,train/labels/single_rgb_000466.txt,train,4,line_v,R,24,55,21,38,27,72
train/images/single_rgb_000467.png,train/masks/single_rgb_000467_mask.png,train/labels/single_rgb_000467.txt,train,1,square,R,37,57,33,53,41,61
train/images/single_rgb_000468.png,train/masks/single_rgb_000468_mask.png,train/labels/single_rgb_000468.txt,train,2,circle,R,27,56,13,42,41,70
train/images/single_rgb_000469.png,train/masks/single_rgb_000469_mask.png,train/labels/single_rgb_000469.txt,train,2,circle,B,92,97,84,89,100,105
train/images/single_rgb_000470.png,train/masks/single_rgb_000470_mask.png,train/labels/single_rgb_000470.txt,train,4,line_v,B,94,49,92,22,96,76
train/images/single_rgb_000471.png,train/masks/single_rgb_000471_mask.png,train/labels/single_rgb_000471.txt,train,1,square,B,101,60,97,56,105,64
train/images/single_rgb_000472.png,train/masks/single_rgb_000472_mask.png,train/labels/single_rgb_000472.txt,train,2,circle,G,60,58,51,49,69,67
train/images/single_rgb_000473.png,train/masks/single_rgb_000473_mask.png,train/labels/single_rgb_000473.txt,train,1,square,B,106,79,100,73,112,85
train/images/single_rgb_000474.png,train/masks/single_rgb_000474_mask.png,train/labels/single_rgb_000474.txt,train,4,line_v,G,59,58,56,35,62,81
train/images/single_rgb_000475.png,train/masks/single_rgb_000475_mask.png,train/labels/single_rgb_000475.txt,train,3,line_h,G,71,99,62,97,80,101
train/images/single_rgb_000476.png,train/masks/single_rgb_000476_mask.png,train/labels/single_rgb_000476.txt,train,3,line_h,R,33,31,19,28,47,34
train/images/single_rgb_000477.png,train/masks/single_rgb_000477_mask.png,train/labels/single_rgb_000477.txt,train,1,square,G,69,98,60,89,78,107
train/images/single_rgb_000478.png,train/masks/single_rgb_000478_mask.png,train/labels/single_rgb_000478.txt,train,3,line_h,B,109,62,97,59,121,65
train/images/single_rgb_000479.png,train/masks/single_rgb_000479_mask.png,train/labels/single_rgb_000479.txt,train,3,line_h,R,39,62,18,61,60,63
train/images/single_rgb_000480.png,train/masks/single_rgb_000480_mask.png,train/labels/single_rgb_000480.txt,train,2,circle,G,73,78,62,67,84,89
train/images/single_rgb_000481.png,train/masks/single_rgb_000481_mask.png,train/labels/single_rgb_000481.txt,train,0,point,R,39,42,36,39,42,45
train/images/single_rgb_000482.png,train/masks/single_rgb_000482_mask.png,train/labels/single_rgb_000482.txt,train,2,circle,B,100,68,87,55,113,81
train/images/single_rgb_000483.png,train/masks/single_rgb_000483_mask.png,train/labels/single_rgb_000483.txt,train,3,line_h,G,74,68,50,65,98,71
train/images/single_rgb_000484.png,train/masks/single_rgb_000484_mask.png,train/labels/single_rgb_000484.txt,train,4,line_v,R,25,99,22,74,28,124
train/images/single_rgb_000485.png,train/masks/single_rgb_000485_mask.png,train/labels/single_rgb_000485.txt,train,4,line_v,B,105,46,104,32,106,60
train/images/single_rgb_000486.png,train/masks/single_rgb_000486_mask.png,train/labels/single_rgb_000486.txt,train,1,square,G,74,35,70,31,78,39
train/images/single_rgb_000487.png,train/masks/single_rgb_000487_mask.png,train/labels/single_rgb_000487.txt,train,4,line_v,B,106,55,104,26,108,84
train/images/single_rgb_000488.png,train/masks/single_rgb_000488_mask.png,train/labels/single_rgb_000488.txt,train,0,point,G,72,86,70,84,74,88
train/images/single_rgb_000489.png,train/masks/single_rgb_000489_mask.png,train/labels/single_rgb_000489.txt,train,2,circle,R,31,97,24,90,38,104
train/images/single_rgb_000490.png,train/masks/single_rgb_000490_mask.png,train/labels/single_rgb_000490.txt,train,0,point,B,94,80,91,77,97,83
train/images/single_rgb_000491.png,train/masks/single_rgb_000491_mask.png,train/labels/single_rgb_000491.txt,train,4,line_v,G,61,65,58,50,64,80
train/images/single_rgb_000492.png,train/masks/single_rgb_000492_mask.png,train/labels/single_rgb_000492.txt,train,0,point,R,27,30,23,26,31,34
train/images/single_rgb_000493.png,train/masks/single_rgb_000493_mask.png,train/labels/single_rgb_000493.txt,train,4,line_v,R,37,61,35,43,39,79
train/images/single_rgb_000494.png,train/masks/single_rgb_000494_mask.png,train/labels/single_rgb_000494.txt,train,0,point,G,60,86,57,83,63,89
train/images/single_rgb_000495.png,train/masks/single_rgb_000495_mask.png,train/labels/single_rgb_000495.txt,train,2,circle,G,67,50,56,39,78,61
train/images/single_rgb_000496.png,train/masks/single_rgb_000496_mask.png,train/labels/single_rgb_000496.txt,train,4,line_v,G,57,96,56,86,58,106
train/images/single_rgb_000497.png,train/masks/single_rgb_000497_mask.png,train/labels/single_rgb_000497.txt,train,0,point,G,72,96,70,94,74,98
train/images/single_rgb_000498.png,train/masks/single_rgb_000498_mask.png,train/labels/single_rgb_000498.txt,train,3,line_h,G,64,51,46,49,82,53
train/images/single_rgb_000499.png,train/masks/single_rgb_000499_mask.png,train/labels/single_rgb_000499.txt,train,4,line_v,R,34,80,33,52,35,108
train/images/single_rgb_000500.png,train/masks/single_rgb_000500_mask.png,train/labels/single_rgb_000500.txt,train,3,line_h,R,26,46,16,44,36,48
train/images/single_rgb_000501.png,train/masks/single_rgb_000501_mask.png,train/labels/single_rgb_000501.txt,train,2,circle,G,67,84,60,77,74,91
train/images/single_rgb_000502.png,train/masks/single_rgb_000502_mask.png,train/labels/single_rgb_000502.txt,train,4,line_v,R,34,88,32,73,36,103
train/images/single_rgb_000503.png,train/masks/single_rgb_000503_mask.png,train/labels/single_rgb_000503.txt,train,0,point,G,65,49,62,46,68,52
train/images/single_rgb_000504.png,train/masks/single_rgb_000504_mask.png,train/labels/single_rgb_000504.txt,train,4,line_v,G,69,55,67,30,71,80
train/images/single_rgb_000505.png,train/masks/single_rgb_000505_mask.png,train/labels/single_rgb_000505.txt,train,2,circle,R,21,75,9,63,33,87
train/images/single_rgb_000506.png,train/masks/single_rgb_000506_mask.png,train/labels/single_rgb_000506.txt,train,4,line_v,G,56,67,53,39,59,95
train/images/single_rgb_000507.png,train/masks/single_rgb_000507_mask.png,train/labels/single_rgb_000507.txt,train,4,line_v,G,67,30,64,17,70,43
train/images/single_rgb_000508.png,train/masks/single_rgb_000508_mask.png,train/labels/single_rgb_000508.txt,train,4,line_v,B,92,80,91,64,93,96
train/images/single_rgb_000509.png,train/masks/single_rgb_000509_mask.png,train/labels/single_rgb_000509.txt,train,1,square,B,106,56,101,51,111,61
train/images/single_rgb_000510.png,train/masks/single_rgb_000510_mask.png,train/labels/single_rgb_000510.txt,train,2,circle,R,29,30,19,20,39,40
train/images/single_rgb_000511.png,train/masks/single_rgb_000511_mask.png,train/labels/single_rgb_000511.txt,train,0,point,B,103,75,100,72,106,78
train/images/single_rgb_000512.png,train/masks/single_rgb_000512_mask.png,train/labels/single_rgb_000512.txt,train,1,square,B,104,52,96,44,112,60
train/images/single_rgb_000513.png,train/masks/single_rgb_000513_mask.png,train/labels/single_rgb_000513.txt,train,3,line_h,G,63,67,34,65,92,69
train/images/single_rgb_000514.png,train/masks/single_rgb_000514_mask.png,train/labels/single_rgb_000514.txt,train,0,point,B,108,58,104,54,112,62
train/images/single_rgb_000515.png,train/masks/single_rgb_000515_mask.png,train/labels/single_rgb_000515.txt,train,0,point,G,71,42,69,40,73,44
train/images/single_rgb_000516.png,train/masks/single_rgb_000516_mask.png,train/labels/single_rgb_000516.txt,train,3,line_h,B,93,75,81,73,105,77
train/images/single_rgb_000517.png,train/masks/single_rgb_000517_mask.png,train/labels/single_rgb_000517.txt,train,3,line_h,B,95,35,80,33,110,37
train/images/single_rgb_000518.png,train/masks/single_rgb_000518_mask.png,train/labels/single_rgb_000518.txt,train,3,line_h,B,112,33,96,30,127,36
train/images/single_rgb_000519.png,train/masks/single_rgb_000519_mask.png,train/labels/single_rgb_000519.txt,train,1,square,B,110,80,106,76,114,84
train/images/single_rgb_000520.png,train/masks/single_rgb_000520_mask.png,train/labels/single_rgb_000520.txt,train,4,line_v,R,29,79,26,61,32,97
train/images/single_rgb_000521.png,train/masks/single_rgb_000521_mask.png,train/labels/single_rgb_000521.txt,train,1,square,R,22,81,13,72,31,90
train/images/single_rgb_000522.png,train/masks/single_rgb_000522_mask.png,train/labels/single_rgb_000522.txt,train,1,square,B,103,71,97,65,109,77
train/images/single_rgb_000523.png,train/masks/single_rgb_000523_mask.png,train/labels/single_rgb_000523.txt,train,4,line_v,G,58,54,55,42,61,66
train/images/single_rgb_000524.png,train/masks/single_rgb_000524_mask.png,train/labels/single_rgb_000524.txt,train,3,line_h,R,24,60,11,57,37,63
train/images/single_rgb_000525.png,train/masks/single_rgb_000525_mask.png,train/labels/single_rgb_000525.txt,train,3,line_h,G,69,56,56,55,82,57
train/images/single_rgb_000526.png,train/masks/single_rgb_000526_mask.png,train/labels/single_rgb_000526.txt,train,0,point,R,37,37,34,34,40,40
train/images/single_rgb_000527.png,train/masks/single_rgb_000527_mask.png,train/labels/single_rgb_000527.txt,train,0,point,R,34,52,30,48,38,56
train/images/single_rgb_000528.png,train/masks/single_rgb_000528_mask.png,train/labels/single_rgb_000528.txt,train,3,line_h,B,98,46,79,45,117,47
train/images/single_rgb_000529.png,train/masks/single_rgb_000529_mask.png,train/labels/single_rgb_000529.txt,train,1,square,R,40,59,31,50,49,68
train/images/single_rgb_000530.png,train/masks/single_rgb_000530_mask.png,train/labels/single_rgb_000530.txt,train,2,circle,R,24,37,12,25,36,49
train/images/single_rgb_000531.png,train/masks/single_rgb_000531_mask.png,train/labels/single_rgb_000531.txt,train,2,circle,G,72,66,62,56,82,76
train/images/single_rgb_000532.png,train/masks/single_rgb_000532_mask.png,train/labels/single_rgb_000532.txt,train,4,line_v,B,92,84,90,59,94,109
train/images/single_rgb_000533.png,train/masks/single_rgb_000533_mask.png,train/labels/single_rgb_000533.txt,train,0,point,B,94,70,92,68,96,72
train/images/single_rgb_000534.png,train/masks/single_rgb_000534_mask.png,train/labels/single_rgb_000534.txt,train,4,line_v,B,97,88,94,71,100,105
train/images/single_rgb_000535.png,train/masks/single_rgb_000535_mask.png,train/labels/single_rgb_000535.txt,train,2,circle,R,28,56,16,44,40,68
train/images/single_rgb_000536.png,train/masks/single_rgb_000536_mask.png,train/labels/single_rgb_000536.txt,train,0,point,B,101,75,99,73,103,77
train/images/single_rgb_000537.png,train/masks/single_rgb_000537_mask.png,train/labels/single_rgb_000537.txt,train,1,square,G,58,86,53,81,63,91
train/images/single_rgb_000538.png,train/masks/single_rgb_000538_mask.png,train/labels/single_rgb_000538.txt,train,1,square,R,36,55,28,47,44,63
train/images/single_rgb_000539.png,train/masks/single_rgb_000539_mask.png,train/labels/single_rgb_000539.txt,train,3,line_h,R,28,78,4,76,52,80
train/images/single_rgb_000540.png,train/masks/single_rgb_000540_mask.png,train/labels/single_rgb_000540.txt,train,3,line_h,R,28,34,9,31,47,37
train/images/single_rgb_000541.png,train/masks/single_rgb_000541_mask.png,train/labels/single_rgb_000541.txt,train,2,circle,G,69,58,61,50,77,66
train/images/single_rgb_000542.png,train/masks/single_rgb_000542_mask.png,train/labels/single_rgb_000542.txt,train,0,point,G,71,45,68,42,74,48
train/images/single_rgb_000543.png,train/masks/single_rgb_000543_mask.png,train/labels/single_rgb_000543.txt,train,0,point,G,68,92,64,88,72,96
train/images/single_rgb_000544.png,train/masks/single_rgb_000544_mask.png,train/labels/single_rgb_000544.txt,train,2,circle,B,106,55,94,43,118,67
train/images/single_rgb_000545.png,train/masks/single_rgb_000545_mask.png,train/labels/single_rgb_000545.txt,train,0,point,R,30,89,26,85,34,93
train/images/single_rgb_000546.png,train/masks/single_rgb_000546_mask.png,train/labels/single_rgb_000546.txt,train,1,square,B,94,60,88,54,100,66
train/images/single_rgb_000547.png,train/masks/single_rgb_000547_mask.png,train/labels/single_rgb_000547.txt,train,4,line_v,R,40,57,37,44,43,70
train/images/single_rgb_000548.png,train/masks/single_rgb_000548_mask.png,train/labels/single_rgb_000548.txt,train,3,line_h,R,34,55,17,54,51,56
train/images/single_rgb_000549.png,train/masks/single_rgb_000549_mask.png,train/labels/single_rgb_000549.txt,train,3,line_h,G,60,99,33,96,87,102
train/images/single_rgb_000550.png,train/masks/single_rgb_000550_mask.png,train/labels/single_rgb_000550.txt,train,2,circle,R,27,71,16,60,38,82
train/images/single_rgb_000551.png,train/masks/single_rgb_000551_mask.png,train/labels/single_rgb_000551.txt,train,1,square,B,101,28,97,24,105,32
train/images/single_rgb_000552.png,train/masks/single_rgb_000552_mask.png,train/labels/single_rgb_000552.txt,train,0,point,G,59,90,56,87,62,93
train/images/single_rgb_000553.png,train/masks/single_rgb_000553_mask.png,train/labels/single_rgb_000553.txt,train,4,line_v,R,25,45,24,30,26,60
train/images/single_rgb_000554.png,train/masks/single_rgb_000554_mask.png,train/labels/single_rgb_000554.txt,train,1,square,G,70,88,66,84,74,92
train/images/single_rgb_000555.png,train/masks/single_rgb_000555_mask.png,train/labels/single_rgb_000555.txt,train,2,circle,G,74,29,64,19,84,39
train/images/single_rgb_000556.png,train/masks/single_rgb_000556_mask.png,train/labels/single_rgb_000556.txt,train,2,circle,G,63,98,53,88,73,108
train/images/single_rgb_000557.png,train/masks/single_rgb_000557_mask.png,train/labels/single_rgb_000557.txt,train,2,circle,G,60,91,49,80,71,102
train/images/single_rgb_000558.png,train/masks/single_rgb_000558_mask.png,train/labels/single_rgb_000558.txt,train,4,line_v,G,75,78,74,49,76,107
train/images/single_rgb_000559.png,train/masks/single_rgb_000559_mask.png,train/labels/single_rgb_000559.txt,train,3,line_h,R,20,47,0,44,42,50
train/images/single_rgb_000560.png,train/masks/single_rgb_000560_mask.png,train/labels/single_rgb_000560.txt,train,1,square,G,68,66,64,62,72,70
train/images/single_rgb_000561.png,train/masks/single_rgb_000561_mask.png,train/labels/single_rgb_000561.txt,train,0,point,R,30,30,27,27,33,33
train/images/single_rgb_000562.png,train/masks/single_rgb_000562_mask.png,train/labels/single_rgb_000562.txt,train,4,line_v,B,96,36,95,12,97,60
train/images/single_rgb_000563.png,train/masks/single_rgb_000563_mask.png,train/labels/single_rgb_000563.txt,train,0,point,G,62,96,60,94,64,98
train/images/single_rgb_000564.png,train/masks/single_rgb_000564_mask.png,train/labels/single_rgb_000564.txt,train,4,line_v,B,103,65,100,40,106,90
train/images/single_rgb_000565.png,train/masks/single_rgb_000565_mask.png,train/labels/single_rgb_000565.txt,train,1,square,R,26,54,19,47,33,61
train/images/single_rgb_000566.png,train/masks/single_rgb_000566_mask.png,train/labels/single_rgb_000566.txt,train,3,line_h,B,104,39,79,38,127,40
train/images/single_rgb_000567.png,train/masks/single_rgb_000567_mask.png,train/labels/single_rgb_000567.txt,train,4,line_v,B,95,86,94,61,96,111
train/images/single_rgb_000568.png,train/masks/single_rgb_000568_mask.png,train/labels/single_rgb_000568.txt,train,3,line_h,B,101,66,76,64,126,68
train/images/single_rgb_000569.png,train/masks/single_rgb_000569_mask.png,train/labels/single_rgb_000569.txt,train,2,circle,R,25,54,17,46,33,62
train/images/single_rgb_000570.png,train/masks/single_rgb_000570_mask.png,train/labels/single_rgb_000570.txt,train,4,line_v,R,25,63,23,48,27,78
train/images/single_rgb_000571.png,train/masks/single_rgb_000571_mask.png,train/labels/single_rgb_000571.txt,train,4,line_v,R,24,83,22,74,26,92
train/images/single_rgb_000572.png,train/masks/single_rgb_000572_mask.png,train/labels/single_rgb_000572.txt,train,2,circle,B,108,85,102,79,114,91
train/images/single_rgb_000573.png,train/masks/single_rgb_000573_mask.png,train/labels/single_rgb_000573.txt,train,1,square,G,72,43,68,39,76,47
train/images/single_rgb_000574.png,train/masks/single_rgb_000574_mask.png,train/labels/single_rgb_000574.txt,train,0,point,G,75,76,71,72,79,80
train/images/single_rgb_000575.png,train/masks/single_rgb_000575_mask.png,train/labels/single_rgb_000575.txt,train,3,line_h,B,96,52,77,51,115,53
train/images/single_rgb_000576.png,train/masks/single_rgb_000576_mask.png,train/labels/single_rgb_000576.txt,train,1,square,B,93,79,89,75,97,83
train/images/single_rgb_000577.png,train/masks/single_rgb_000577_mask.png,train/labels/single_rgb_000577.txt,train,2,circle,G,58,87,51,80,65,94
